year,assoc_actor_1,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,date_of_event
2022,Women (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 26 December 2022, a protest rally was held at the Aichi Mausoleum in Saqqez city (Kurdistan) as a commemoration for those killed during the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-26
2022,Women (Iran),Iran,Hormozgan,Parsian,Kushk e Nar,Dashti,27.178,53.005,"On 26 December 2022, a protest rally was held in a cemetary in Dashti city (Hormozgan) following a funeral for a protester slain during the ongoing demonstrations related to the death of Mahsa Amini. During the protest, protesters chanted anti-government slogans.",0,2022-12-26
2022,Women (Iran),Iran,Khuzestan,Izeh,Central,Izeh,31.834,49.867,"On 26 December 2022, protesters rallied and chanted anti-government slogans in Izeh city (Khuzestan) as a commemoration for those killed during the ongoing demonstrations related to the death of Mahsa Amini, particularly the child Kian Pirflek who had died at a high profile attack on protesters in Izeh the previous month.",0,2022-12-26
2022,NA,Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 26 December 2022, a group of protesters gathered in front of the Ministry of Roads and Urban Development building in Tehran - District 6 (Tehran) over a dispute over a piece of property in northern Tehran.",0,2022-12-26
2022,NA,Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 25 December 2022, Iranian police fired shots at a car on Mahidasht Road in Kermanshah city (Kermanshah) injuring one of the Kurdish occupants, taking the other two into custody to an unknown location.",0,2022-12-25
2022,NA,Iran,Hormozgan,Bastak,Central,Bastak,27.199,54.367,"On 25 December 2022, Iranian police fired without warning at a car on Lamerd Road in Bastak city (Hormozgan) on suspicion of drug smuggling, hitting and killing a child.",1,2022-12-25
2022,Labor Group (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 25 December 2022, retirees rallied in front of the National Pension Association building in Tehran - District 6 (Tehran) to protest over their problems not being addressed or assisted by the organization.",0,2022-12-25
2022,Women (Iran),Iran,Gilan,Bandar-e-Anzali,Central,Bandar e Anzali,37.473,49.458,"On 25 December 2022, demonstrators set fire to the Central Mosque in Bandar e Anzali city (Gilan) due to a gathering of Basij members occurring there. This happened amidst the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-25
2022,Women (Iran),Iran,Isfahan,Falavarjan,Central,Qahderijan,32.577,51.455,"On 25 December 2022, demonstrators threw molotov cocktails at a Basij post in Qahderijan city (Isfahan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-25
2022,Women (Iran),Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 25 December 2022, demonstrators threw molotov cocktails at a Basij post in Tehran city (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-25
2022,Women (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 25 December 2022, demonstrators threw molotov cocktails at the Taavar neighborhood located Basij post in Kermanshah city (Kermanshah) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-25
2022,Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 25 December 2022, a crowd gathered in Isfahan city (Isfahan) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government and pro-feminist slogans.",0,2022-12-25
2022,Women (Iran),Iran,Kurdistan,Kamyaran,Central,Chersaneh,34.907,46.722,"On 25 December 2022, a crowd held a chelham gathering--the 40th day of mourning in Iranian tradition--at a cemetary in Chersaneh village (Kurdistan) as a vigil for a protester slain during the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-25
2022,Women (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 25 December 2022, a crowd marched in the streets of the Golshahr area of Karaj city (Alborz) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government and pro-feminist slogans.",0,2022-12-25
2022,NA,Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 25 December 2022, the family members of those killed in the shooting down of Flight 752 held a rally outside a court in Tehran city (Tehran) demanding justice for their families and accountability from the military.",0,2022-12-25
2022,Women (Iran),Iran,West Azerbaijan,Bukan,Central,Bukan,36.521,46.209,"On 25 December 2022, protesters marched in the streets of Bukan city (West Azerbaijan) as part of the ongoing demonstrations related to the death of Mahsa Amini. Police responded by firing tear gas and likely non-lethal rounds driving away the protesters.",0,2022-12-25
2022,NA,Iran,Kurdistan,Kamyaran,Central,Kamyaran,34.796,46.935,"On 24 December 2022, Iranian police fired into a car at a checkpoint at the entrance to Kamyaran city (Kurdistan) killing one of the occupants, a Kurdish man. The police had attacked the car on suspicion of smuggling contraband.",1,2022-12-24
2022,Labor Group (Iran),Iran,Lorestan,Aligudarz,Central,Aligudarz,33.401,49.695,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Aligudarz city (Lorestan) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Labor Group (Iran),Iran,Lorestan,Dorud,Central,Dorud,33.497,49.058,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Dorud city (Lorestan) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Labor Group (Iran),Iran,Khuzestan,Izeh,Central,Izeh,31.834,49.867,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Izeh city (Khuzestan) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Labor Group (Iran),Iran,Razavi Khorasan,Joghatai,Central,Joghtay,36.636,57.073,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Joghtay city (Razavi Khorasan) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Labor Group (Iran),Iran,Ardabil,Khalkhal,Central,Khalkhal,37.619,48.526,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Khalkhal city (Ardabil) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Labor Group (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Mashhad city (Razavi Khorasan) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Labor Group (Iran),Iran,Qazvin,Takestan,Central,Takestan,36.07,49.696,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Takestan city (Qazvin) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Labor Group (Iran),Iran,Yazd,Yazd,Central,Yazd,31.897,54.368,"On 24 December 2022, employees of the national property registration agency went on strike and held a protest rally outside the agency's building in Yazd city (Yazd) over insufficient wages to support their livelihoods.",0,2022-12-24
2022,Women (Iran),Iran,Mazandaran,Babol,Central,Babol,36.551,52.679,"On 24 December 2022, demonstrating youth set fire to a Basij post in the Hamza Kola area of Babol city (Mazandaran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-24
2022,Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 24 December 2022, rioters demonstrated and clashed with police in the streets of Hormozgan city (Bandar Abbas) as part of the ongoing demonstrations related to the death of Mahsa Amini. During the course of the clash, police fired likely non-lethal rounds at the demonstrators.",0,2022-12-24
2022,Women (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 24 December 2022, a demonstrating crowd blocked Imam Reza Boulevard with fire in Mashhad city (Razavi Khorasan) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-24
2022,Women (Iran),Iran,Gilan,Rasht,Central,Rasht,37.276,49.589,"On 24 December 2022, demonstrating youth set fire to a government propaganda billboard in the Sardar Jangal stadium in Rasht city (Gilan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-24
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 24 December 2022, demonstrators blocked a street with fire in the Punak area of Tehran - District 2 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-24
2022,Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 24 December 2022, a crowd gathered in Isfahan city (Isfahan) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government and pro-feminist slogans.",0,2022-12-24
2022,Women (Iran),Iran,Alborz,Karaj,Central,Mehrshahr,35.809,50.899,"On 24 December 2022, a crowd marched in the streets in Mehrshahr city (Alborz) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government and pro-feminist slogans.",0,2022-12-24
2022,Women (Iran),Iran,Qazvin,Qazvin,Central,Qazvin,36.269,50.004,"On 24 December 2022, mourners held a chelham vigil--the 40th day of mourning in Iranian tradition--in a cemetary in Qazvin city (Qazvin) for a protester killed during the ongoing Mahsa Amini related demonstrations.",0,2022-12-24
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 24 December 2022, protesters gathered in the Chitgar area of Tehran - District 22 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-24
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 8,35.725,51.491,"On 24 December 2022, protesters marched in the Haft Hoz or Seventh Basin area of Tehran - District 8 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-24
2022,NA,Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 24 December 2022, the family members of those killed in the shooting down of Flight 752 held a rally outside a court in Tehran city (Tehran) demanding justice for their families and accountability from the military.",0,2022-12-24
2022,NA,Iran,Hormozgan,Sirik,Central,Kuhestak,26.802,57.027,"On 24 December 2022, Iranian military forces shot at the boat of a Sukhtbar or Balochi fuel smuggler in the waters near Kuhestak city (Hormozgan) killing him as a result. The shooting of Sukhtbars has led to protests in the past.",1,2022-12-24
2022,Sunni Muslim Group (Iran),Iran,Golestan,Galikash,Central,Galikesh,37.273,55.434,"On 23 December 2022, protesters gathered and marched in Galikesh city (Golestan) in response to the recent removal of a prominent Sunni Imam by the government for comments made on religious issues. The protesters demanded he be reinstated to his position and declared that the government had no right to remove or appoint Sunni clergy.",0,2022-12-23
2022,Sunni Muslim Group (Iran); Baloch Ethnic Group (Iran); Women (Iran),Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.496,60.863,"On 23 December 2022, Sunni worshippers of Baloch ethnicity held a protest march after Friday prayers in Zahedan city (Sistan and Baluchestan) condemning the government for violence towards women, Sunni Muslims, and Balochi people, and demanding that political prisoners be freed.",0,2022-12-23
2022,Women (Iran),Iran,Alborz,Karaj,Central,Mehrshahr,35.809,50.899,"On 22 December 2022, demonstrators threw molotov cocktails at a Basij post in Mehrshahr city (Alborz) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-22
2022,Women (Iran),Iran,Kermanshah,Islamabad-e-Gharb,Central,Eslamabad-e Gharb,34.106,46.527,"On 22 December 2022, demonstrators threw molotov cocktails at a house belonging to a police officer in Eslamabad-e Gharb city (Kermanshah) for his alleged role in the suppression of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-22
2022,Women (Iran),Iran,Isfahan,Semirom,Central,Semirom,31.414,51.569,"On 22 December 2022, protesters gathered in the streets of Semirom city (Isfahan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-22
2022,Women (Iran),Iran,Gilan,Rudbar,Central,Rudbar,36.821,49.426,"On 21 December 2022, demonstrators threw molotov cocktails at a Basij post in Rudbar city (Gilan) amidst ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-21
2022,Military Forces of Iran (1989-) Basij Force,Iran,Sistan and Baluchestan,Chabahar,Central,Chabahar,25.292,60.643,"Property destruction: On 21 December 2022, IRGC and Basij members destroyed the shack of a Balochi woman in Chabahar city (Sistan and Baluchestan) for allegedly squatting.",0,2022-12-21
2022,Women (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 21 December 2022, demonstrators blocked streets with fire in Saqqez city (Kurdistan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-21
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 21 December 2022, demonstrators set trashcans on fire and blocked streets in the Saadatabad area of Tehran - District 2 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-21
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 21 December 2022, a crowd of protesters--among them several prominent film makers--gathered in front of Evin Prison in Tehran - District 1 (Tehran) calling for the release of a notable actor and others arrested during the demonstrations related to the death of Mahsa Amini.",0,2022-12-21
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 21 December 2022, protesters rallied in the Chitgar area of Tehran - District 21 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-21
2022,Health Workers (Iran); Students (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 20 December 2022, medical school residents assigned to Rasul Akram Hospital went on strike and protested at the hospital in Tehran - District 2 (Tehran) over persistent wage arrears.",0,2022-12-20
2022,Women (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 20 December 2022, a crowd gathered and blocked streets with fire in the Gohardasht neighborhood of Karaj city (Alborz) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-20
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 10,35.685,51.369,"On 20 December 2022, a demonstrating crowd blocked the streets with fire in the Selesbil area of Tehran - District 10 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-20
2022,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,Iran,Khuzestan,Izeh,Central,Izeh,31.834,49.867,"On 20 December 2022, Iranian intelligence and IRGC carried out a joint operation against the alleged perpetrators of the high profile Izeh attack in Izeh city (Khuzestan) during which they made two arrests and killed two other members of the group.",2,2022-12-20
2022,NA,Iran,Kermanshah,Javanrud,Central,Javanrud,34.807,46.491,"On 20 December 2022, Iranian police raided the Mohtiari Middle School in Javanrud city (Kermanshah) during which they destroyed school property and arrested one of the teachers, taking them to an unknown location.",0,2022-12-20
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 20 December 2022, a crowd of protesters--among them several prominent film makers--gathered in front of Evin Prison in Tehran - District 1 (Tehran) calling for the release of a notable actor and others arrested during the demonstrations related to the death of Mahsa Amini.",0,2022-12-20
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 20 December 2022, protesters gathered on Enghalab Street in Tehran - District 6 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans and calling for the release of arrested protesters.",0,2022-12-20
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 20 December 2022, protesters rallied in the Chitgar area of Tehran - District 21 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-20
2022,Health Workers (Iran); Students (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 19 December 2022, medical school residents assigned to Rasul Akram Hospital went on strike and protested at the hospital in Tehran - District 2 (Tehran) over persistent wage arrears.",0,2022-12-19
2022,Labor Group (Iran),Iran,Hormozgan,Qeshm,Central,Qeshm,26.949,56.269,"On 19 December 2022, protesting workers gathered at the oil terminal in Qeshm city (Hormozgan) demanding improved wages and benefits.",0,2022-12-19
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 5,35.743,51.308,"On 19 December 2022, a demonstrating crowd blocked the street with fire in the Naft Town area of Tehran - District 5 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government and pro-feminist slogans.",0,2022-12-19
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 19 December 2022, demonstrating youth set a column of surveillance cameras on fire near the Yadgar highway in Tehran - District 2 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-19
2022,Women (Iran),Iran,West Azerbaijan,Mahabad,Central,Mahabad,36.75,45.723,"On 19 December 2022, a crowd gathered at a cemetery in Mahabad city (West Azerbaijan) to observe the funeral of a local resident slain during the ongoing demonstrations related to the death of Mahsa Amini. During the funeral ceremony, mourners chanted anti-government slogans.",0,2022-12-19
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 19 December 2022, a crowd of protesters--among them several prominent film makers--gathered in front of Evin Prison in Tehran - District 1 (Tehran) calling for the release of a notable actor and others arrested during the demonstrations related to the death of Mahsa Amini.",0,2022-12-19
2022,Women (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 19 December 2022, protesters gathered in the Gohardasht neighborhood of Karaj city (Alborz) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-19
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 19 December 2022, protesters gathered on Enghalab Street in Tehran - District 6 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans and calling for the release of arrested protesters.",0,2022-12-19
2022,NA,Iran,Sistan and Baluchestan,Saravan,Central,Saravan,27.371,62.331,"On 19 December 2022, a combined force made up of both Basij and IRGC soldiers clashed with an unidentified armed group in the border area of Saravan county (Sistan and Baluchestan) during which 3 Basij members and a senior IRGC officer were killed. There is no information regarding any casualties on the other side, and the unidentified fighters fled across the border into Pakistan following the clash. 4 fatalities.",4,2022-12-19
2022,NA,Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 19 December 2022, the families of the victims of Flight 752 gathered in front of a military court in Tehran city (Tehran) calling for justice and transparency.",0,2022-12-19
2022,Labor Group (Iran),Iran,Ilam,Dehloran,Central,Dehloran,32.694,47.268,"On 18 December 2022, employees of the Dehloran Cement Company went on strike and protested in Dehloran city (Ilam) over their employer not addressing their demands.",0,2022-12-18
2022,Labor Group (Iran),Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.08,46.292,"On 18 December 2022, firefighters went on strike and protested in front of the city council building in Tabriz city (East Azerbaijan) over poor living conditions and insufficient wages.",0,2022-12-18
2022,Prisoners (Iran),Iran,Mazandaran,Qaemshahr,Central,Qaem Shahr,36.481,52.891,"On 18 December 2022, prisoners clashed with guards in the central prison of Qaem Shahr city (Mazandaran) in response to the transfer of a prisoner slated for execution, a prisoner who had been arrested during the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-18
2022,Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 18 December 2022, demonstrators threw molotov cocktails at the city hall building in Bandar Abbas city (Hormozgan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-18
2022,Women (Iran),Iran,Razavi Khorasan,Taybad,Central,Taybad,34.74,60.776,"On 18 December 2022, demonstrators threw molotov cocktails at the Golpayegani Seminary in Taybad city (Razavi Khorasan) amidst ongoing demonstrations related to the death of Mahsa Amini. The seminary was targeted due to many of its mullahs being government loyalists.",0,2022-12-18
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 8,35.725,51.491,"On 18 December 2022, demonstrators threw molotov cocktails at a Basij post on Sablan Street in Tehran - District 8 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-18
2022,Students (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 18 December 2022, students from the Shiraz University of Medical Sciences held a protest rally on campus in Shiraz city (Fars) in solidarity with those sentenced to death after having been arrested during the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-18
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 18 December 2022, a crowd of protesters--among them several prominent film makers--gathered in front of Evin Prison in Tehran - District 1 (Tehran) calling for the release of a notable actor and others arrested during the demonstrations related to the death of Mahsa Amini.",0,2022-12-18
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 12,35.681,51.429,"On 18 December 2022, protesters gathered in the area of the Shemirom Gate in Tehran - District 12 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-18
2022,NA,Iran,Khuzestan,Abadan,Arvand Kenar,Arvand Kenar,30.062,48.451,"Around 17 December 2022 (as reported), Iranian military forces ambushed an unidentified armed group near Arvand Kenar city (Khuzestan) 'destroying' them and seizing multiple firearms and thousands of rounds of ammunition that the group had been transporting. Casualties unknown.",0,2022-12-17
2022,Labor Group (Iran),Iran,Bushehr,Asaluyeh,Central,Bandar e Asaluyeh,27.476,52.607,"On 17 December 2022, employees of state-owned oil companies went on strike and protested in Bandar e Asaluyeh city (Bushehr) over their employers not addressing their demands.",0,2022-12-17
2022,Labor Group (Iran),Iran,Khuzestan,Mahshahr,Central,Bandar e Mahshahr,30.557,49.188,"On 17 December 2022, employees of state-owned oil companies went on strike and protested in Bandar e Mahshahr city (Khuzestan) demanding lower salary taxes, a removal of the salary cap, increase in salaries and wages, and improved employee benefits.",0,2022-12-17
2022,Labor Group (Iran),Iran,Kohgiluyeh and Boyer-Ahmad,Gachsaran,Central,Dogonbadan,30.359,50.798,"On 17 December 2022, employees of state-owned oil companies went on strike and protested in Dogonbadan city (Kohgiluyeh and Boyer-Ahmad) demanding lower salary taxes, a removal of the salary cap, increase in salaries and wages, and improved employee benefits.",0,2022-12-17
2022,Labor Group (Iran),Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.684,"On 17 December 2022, employees of state-owned oil companies went on strike and protested in front of Gate 3 of the National Company of Southern Oil Regions in Ahvaz city (Khuzestan) demanding lower salary taxes, a removal of the salary cap, increase in salaries and wages, and improved employee benefits.",0,2022-12-17
2022,Labor Group (Iran),Iran,Kurdistan,Bijar,Central,Bijar,35.867,47.605,"On 17 December 2022, employees of state-owned oil companies went on strike and protested in the operational area of Bijar city (Kurdistan) demanding lower salary taxes, a removal of the salary cap, increase in salaries and wages, and improved employee benefits.",0,2022-12-17
2022,Labor Group (Iran),Iran,Mazandaran,Mahmudabad,Central,Mahmudabad,36.632,52.263,"On 17 December 2022, employees of state-owned oil companies went on strike and protested in the operational area of Mahmudabad city (Mazandaran) demanding lower salary taxes, a removal of the salary cap, increase in salaries and wages, and improved employee benefits.",0,2022-12-17
2022,Labor Group (Iran),Iran,Razavi Khorasan,Gonabad,Central,Gonabad,34.353,58.684,"On 17 December 2022, employees of state-owned oil companies went on strike and protested in the pipeline operation center in Gonabad city (Razavi Khorasan) demanding lower salary taxes, a removal of the salary cap, increase in salaries and wages, and improved employee benefits.",0,2022-12-17
2022,Labor Group (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 17 December 2022, employees of the Research Institute of Petroleum Industry went on strike and protested in front of their employer's offices in Tehran - District 22 (Tehran) demanding a removal of high salary taxes, a removal of the salary cap, increased salaries and wages, and improved benefits.",0,2022-12-17
2022,Labor Group (Iran),Iran,Bushehr,Bushehr,Kharg,Khark,29.261,50.331,"On 17 December 2022, firefighters employed within the oil sector went on strike and held a protest rally in Khark city (Bushehr) demanding lower salary taxes, a removal of the salary cap, increase in salaries and wages, and improved employee benefits.",0,2022-12-17
2022,Prisoners (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 17 December 2022, prisoners clashed with guards in the Karaj Central Prison in Karaj city (Alborz) in response to the removal of several prisoners to carry out death sentences. During the course of the riot, guards resorted to firing likely non-lethal rounds, injuring around 100 prisoners and killing 1.",1,2022-12-17
2022,Women (Iran),Iran,Tehran,Islamshahr,Eslamshahr,Eslamshahr,35.552,51.235,"On 17 December 2022, demonstrators threw molotov cocktails at the Baharestan government office in Eslamshahr city (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-17
2022,Women (Iran),Iran,Alborz,Savojbolagh,Central,Hashtgerd,35.962,50.68,"On 17 December 2022, demonstrators threw molotov cocktails at a Basij post in Hashtgerd city (Alborz) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-17
2022,Students (Iran); Women (Iran),Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.684,"On 17 December 2022, students from Chumran University protested on campus in Ahvaz city (Khuzestan) demanding answers and justice in response to the recent mysterious death of a female student whose body was recovered from a nearby river.",0,2022-12-17
2022,Students (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 17 December 2022, students from the Shiraz University of Medical Sciences held a protest rally on campus in Shiraz city (Fars) in solidarity with those sentenced to death after having been arrested during the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-17
2022,Teachers (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 17 December 2022, teachers protested in front of the Ministry of Education building in Tehran - District 6 (Tehran) over their demands regarding salary equalization not being met.",0,2022-12-17
2022,Women (Iran),Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 17 December 2022, protesters rallied in a metro station in Tehran city (Tehran) demanding the release of those detained during the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-17
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 17 December 2022, protesters rallied in the Chitgar area of Tehran - District 21 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-17
2022,Baloch Ethnic Group (Iran); Women (Iran); Sunni Muslim Group (Iran),Iran,Sistan and Baluchestan,Sarbaz,Central,Rasak,26.237,61.399,"On 16 December 2022, women of Baluch ethnicity held a protest march after Friday prayers in Rasak city (Sistan and Baluchestan) in condemnation of police violence towards previous Baloch demonstrations, and chanted anti-government slogans.",0,2022-12-16
2022,Baloch Ethnic Group (Iran); Women (Iran); Sunni Muslim Group (Iran),Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.496,60.863,"On 16 December 2022, women of Baluch ethnicity held a protest march after Friday prayers in Zahedan city (Sistan and Baluchestan) in condemnation of police violence towards previous Baloch demonstrations, and chanted anti-government slogans.",0,2022-12-16
2022,Women (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 16 December 2022, demonstrating youth set fire to two houses in Kermanshah city (Kermanshah) belonging to police officers who were allegedly involved in suppressing the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-16
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 4,35.753,51.521,"On 16 December 2022, rioters set fire to a mullah's house in the Narmak area of Tehran - District 4 (Tehran) amidst ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-16
2022,Women (Iran),Iran,Mazandaran,Babolsar,Central,Babolsar,36.702,52.658,"On 16 December 2022, rioters set fire to a the Friday prayer leader's office in Babolsar city (Mazandaran) amidst ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-16
2022,Women (Iran),Iran,Isfahan,Mobarakeh,Central,Dizicheh,32.384,51.515,"On 16 December 2022, rioters set fire to two telecommunications towers in Dizicheh city (Isfahan) allegedly being used to broadcast government propaganda. This act was carried out amidst the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-16
2022,Women (Iran),Iran,Fars,Marvdasht,Central,Marvdasht,29.874,52.803,"On 16 December 2022, rioters threw molotov cocktails at a seminary in Marvdasht city (Fars) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-16
